order_id,partner_id,partner_name,zone,customer_id,karma,aov_band,sku,order_date,rating,review_text,intervention,intervention_date
b01-HairColoring-w2-o4,b01,Priya Sharma,North Delhi,b01-w2-o4-c,0.8,medium,Hair Coloring,2026-06-15,5,"Absolutely lovely, would book again.",skill_training,2026-06-15
b01-HairColoring-w2-o5,b01,Priya Sharma,North Delhi,b01-w2-o5-c,0.8,medium,Hair Coloring,2026-06-15,5,"Great job, very happy with the service.",skill_training,2026-06-15
b01-HairColoring-w2-o6,b01,Priya Sharma,North Delhi,b01-w2-o6-c,0.8,medium,Hair Coloring,2026-06-15,5,"Great job, very happy with the service.",skill_training,2026-06-15
b01-HairColoring-w2-o7,b01,Priya Sharma,North Delhi,b01-w2-o7-c,0.8,medium,Hair Coloring,2026-06-15,5,"Absolutely lovely, would book again.",skill_training,2026-06-15
b01-HairColoring-w2-o8,b01,Priya Sharma,North Delhi,b01-w2-o8-c,0.8,medium,Hair Coloring,2026-06-15,5,"Great job, very happy with the service.",skill_training,2026-06-15
b01-HairColoring-w2-o9,b01,Priya Sharma,North Delhi,b01-w2-o9-c,0.8,medium,Hair Coloring,2026-06-15,5,"Exactly what I wanted, thank you!",skill_training,2026-06-15
b01-HairColoring-w2-o10,b01,Priya Sharma,North Delhi,b01-w2-o10-c,0.8,medium,Hair Coloring,2026-06-15,5,"Punctual and polite, really neat work.",skill_training,2026-06-15
b01-HairColoring-w2-o11,b01,Priya Sharma,North Delhi,b01-w2-o11-c,0.8,medium,Hair Coloring,2026-06-15,5,Very satisfied — clean and friendly.,skill_training,2026-06-15
b01-HairColoring-w2-o12,b01,Priya Sharma,North Delhi,b01-w2-o12-c,0.8,medium,Hair Coloring,2026-06-15,5,Very satisfied — clean and friendly.,skill_training,2026-06-15
b01-HairColoring-w2-o13,b01,Priya Sharma,North Delhi,b01-w2-o13-c,0.8,medium,Hair Coloring,2026-06-15,5,She was professional and the result was fantastic.,skill_training,2026-06-15
b01-HairColoring-w3-o0,b01,Priya Sharma,North Delhi,b01-w3-o0-c,0.8,medium,Hair Coloring,2026-06-22,2,It looked patchy and messed up my hairline.,skill_training,2026-06-15
b01-HairColoring-w3-o1,b01,Priya Sharma,North Delhi,b01-w3-o1-c,0.8,medium,Hair Coloring,2026-06-22,2,"Wrong shade, nothing like what I asked for.",skill_training,2026-06-15
b01-HairColoring-w3-o2,b01,Priya Sharma,North Delhi,b01-w3-o2-c,0.8,medium,Hair Coloring,2026-06-22,2,The colour came out patchy on one side.,skill_training,2026-06-15
b01-HairColoring-w3-o3,b01,Priya Sharma,North Delhi,b01-w3-o3-c,0.8,medium,Hair Coloring,2026-06-22,5,"Exactly what I wanted, thank you!",skill_training,2026-06-15
b01-HairColoring-w3-o4,b01,Priya Sharma,North Delhi,b01-w3-o4-c,0.8,medium,Hair Coloring,2026-06-22,5,"Absolutely lovely, would book again.",skill_training,2026-06-15
b01-HairColoring-w3-o5,b01,Priya Sharma,North Delhi,b01-w3-o5-c,0.8,medium,Hair Coloring,2026-06-22,5,"Exactly what I wanted, thank you!",skill_training,2026-06-15
b01-HairColoring-w3-o6,b01,Priya Sharma,North Delhi,b01-w3-o6-c,0.8,medium,Hair Coloring,2026-06-22,5,"Exactly what I wanted, thank you!",skill_training,2026-06-15
b01-HairColoring-w3-o7,b01,Priya Sharma,North Delhi,b01-w3-o7-c,0.8,medium,Hair Coloring,2026-06-22,5,"Exactly what I wanted, thank you!",skill_training,2026-06-15
b01-HairColoring-w3-o8,b01,Priya Sharma,North Delhi,b01-w3-o8-c,0.8,medium,Hair Coloring,2026-06-22,5,"Punctual and polite, really neat work.",skill_training,2026-06-15
b01-HairColoring-w3-o9,b01,Priya Sharma,North Delhi,b01-w3-o9-c,0.8,medium,Hair Coloring,2026-06-22,5,"Punctual and polite, really neat work.",skill_training,2026-06-15
b01-HairColoring-w3-o10,b01,Priya Sharma,North Delhi,b01-w3-o10-c,0.8,medium,Hair Coloring,2026-06-22,5,"Exactly what I wanted, thank you!",skill_training,2026-06-15
b01-HairColoring-w3-o11,b01,Priya Sharma,North Delhi,b01-w3-o11-c,0.8,medium,Hair Coloring,2026-06-22,5,Very satisfied — clean and friendly.,skill_training,2026-06-15
b01-HairColoring-w3-o12,b01,Priya Sharma,North Delhi,b01-w3-o12-c,0.8,medium,Hair Coloring,2026-06-22,5,"Great job, very happy with the service.",skill_training,2026-06-15
b01-HairColoring-w3-o13,b01,Priya Sharma,North Delhi,b01-w3-o13-c,0.8,medium,Hair Coloring,2026-06-22,5,"Great job, very happy with the service.",skill_training,2026-06-15
b01-HairColoring-w4-o0,b01,Priya Sharma,North Delhi,b01-w4-o0-c,0.8,medium,Hair Coloring,2026-06-29,2,The colour came out patchy on one side.,skill_training,2026-06-15
b01-HairColoring-w4-o1,b01,Priya Sharma,North Delhi,b01-w4-o1-c,0.8,medium,Hair Coloring,2026-06-29,2,"Really uneven finish, streaks everywhere.",skill_training,2026-06-15
b01-HairColoring-w4-o2,b01,Priya Sharma,North Delhi,b01-w4-o2-c,0.8,medium,Hair Coloring,2026-06-29,5,She was professional and the result was fantastic.,skill_training,2026-06-15
b01-HairColoring-w4-o3,b01,Priya Sharma,North Delhi,b01-w4-o3-c,0.8,medium,Hair Coloring,2026-06-29,5,Very satisfied — clean and friendly.,skill_training,2026-06-15
b01-HairColoring-w4-o4,b01,Priya Sharma,North Delhi,b01-w4-o4-c,0.8,medium,Hair Coloring,2026-06-29,5,"Great job, very happy with the service.",skill_training,2026-06-15
b01-HairColoring-w4-o5,b01,Priya Sharma,North Delhi,b01-w4-o5-c,0.8,medium,Hair Coloring,2026-06-29,5,"Exactly what I wanted, thank you!",skill_training,2026-06-15
b01-HairColoring-w4-o6,b01,Priya Sharma,North Delhi,b01-w4-o6-c,0.8,medium,Hair Coloring,2026-06-29,5,"Great job, very happy with the service.",skill_training,2026-06-15
b01-HairColoring-w4-o7,b01,Priya Sharma,North Delhi,b01-w4-o7-c,0.8,medium,Hair Coloring,2026-06-29,5,"Punctual and polite, really neat work.",skill_training,2026-06-15
b01-HairColoring-w4-o8,b01,Priya Sharma,North Delhi,b01-w4-o8-c,0.8,medium,Hair Coloring,2026-06-29,5,"Punctual and polite, really neat work.",skill_training,2026-06-15
b01-HairColoring-w4-o9,b01,Priya Sharma,North Delhi,b01-w4-o9-c,0.8,medium,Hair Coloring,2026-06-29,5,"Absolutely lovely, would book again.",skill_training,2026-06-15
b01-HairColoring-w4-o10,b01,Priya Sharma,North Delhi,b01-w4-o10-c,0.8,medium,Hair Coloring,2026-06-29,5,"Great job, very happy with the service.",skill_training,2026-06-15
b01-HairColoring-w4-o11,b01,Priya Sharma,North Delhi,b01-w4-o11-c,0.8,medium,Hair Coloring,2026-06-29,5,"Great job, very happy with the service.",skill_training,2026-06-15
b01-HairColoring-w4-o12,b01,Priya Sharma,North Delhi,b01-w4-o12-c,0.8,medium,Hair Coloring,2026-06-29,5,"Absolutely lovely, would book again.",skill_training,2026-06-15
b01-HairColoring-w4-o13,b01,Priya Sharma,North Delhi,b01-w4-o13-c,0.8,medium,Hair Coloring,2026-06-29,5,Very satisfied — clean and friendly.,skill_training,2026-06-15
b01-HairColoring-w5-o0,b01,Priya Sharma,North Delhi,b01-w5-o0-c,0.8,medium,Hair Coloring,2026-07-06,2,Honestly botched and poorly done.,skill_training,2026-06-15
b01-HairColoring-w5-o1,b01,Priya Sharma,North Delhi,b01-w5-o1-c,0.8,medium,Hair Coloring,2026-07-06,5,"Exactly what I wanted, thank you!",skill_training,2026-06-15
b01-HairColoring-w5-o2,b01,Priya Sharma,North Delhi,b01-w5-o2-c,0.8,medium,Hair Coloring,2026-07-06,5,"Exactly what I wanted, thank you!",skill_training,2026-06-15
b01-HairColoring-w5-o3,b01,Priya Sharma,North Delhi,b01-w5-o3-c,0.8,medium,Hair Coloring,2026-07-06,5,"Absolutely lovely, would book again.",skill_training,2026-06-15
b01-HairColoring-w5-o4,b01,Priya Sharma,North Delhi,b01-w5-o4-c,0.8,medium,Hair Coloring,2026-07-06,5,"Absolutely lovely, would book again.",skill_training,2026-06-15
b01-HairColoring-w5-o5,b01,Priya Sharma,North Delhi,b01-w5-o5-c,0.8,medium,Hair Coloring,2026-07-06,5,She was professional and the result was fantastic.,skill_training,2026-06-15
b01-HairColoring-w5-o6,b01,Priya Sharma,North Delhi,b01-w5-o6-c,0.8,medium,Hair Coloring,2026-07-06,5,She was professional and the result was fantastic.,skill_training,2026-06-15
b01-HairColoring-w5-o7,b01,Priya Sharma,North Delhi,b01-w5-o7-c,0.8,medium,Hair Coloring,2026-07-06,5,Very satisfied — clean and friendly.,skill_training,2026-06-15
b01-HairColoring-w5-o8,b01,Priya Sharma,North Delhi,b01-w5-o8-c,0.8,medium,Hair Coloring,2026-07-06,5,"Punctual and polite, really neat work.",skill_training,2026-06-15
b01-HairColoring-w5-o9,b01,Priya Sharma,North Delhi,b01-w5-o9-c,0.8,medium,Hair Coloring,2026-07-06,5,Very satisfied — clean and friendly.,skill_training,2026-06-15
b01-HairColoring-w5-o10,b01,Priya Sharma,North Delhi,b01-w5-o10-c,0.8,medium,Hair Coloring,2026-07-06,5,"Great job, very happy with the service.",skill_training,2026-06-15
b01-HairColoring-w5-o11,b01,Priya Sharma,North Delhi,b01-w5-o11-c,0.8,medium,Hair Coloring,2026-07-06,5,Very satisfied — clean and friendly.,skill_training,2026-06-15
b01-HairColoring-w5-o12,b01,Priya Sharma,North Delhi,b01-w5-o12-c,0.8,medium,Hair Coloring,2026-07-06,5,"Absolutely lovely, would book again.",skill_training,2026-06-15
b01-HairColoring-w5-o13,b01,Priya Sharma,North Delhi,b01-w5-o13-c,0.8,medium,Hair Coloring,2026-07-06,5,"Exactly what I wanted, thank you!",skill_training,2026-06-15
b02-Waxing-w1-o0,b02,Anjali Mehta,North Delhi,b02-w1-o0-c,0.8,medium,Waxing,2026-06-08,2,"Felt rushed, on the phone the whole time.",warning_scrutiny,2026-06-08
b02-Waxing-w1-o1,b02,Anjali Mehta,North Delhi,b02-w1-o1-c,0.8,medium,Waxing,2026-06-08,2,"Hours late, then rushed through everything.",warning_scrutiny,2026-06-08
b02-Waxing-w1-o2,b02,Anjali Mehta,North Delhi,b02-w1-o2-c,0.8,medium,Waxing,2026-06-08,2,She was in a hurry and left early before it was done.,warning_scrutiny,2026-06-08
b02-Waxing-w1-o3,b02,Anjali Mehta,North Delhi,b02-w1-o3-c,0.8,medium,Waxing,2026-06-08,2,"Felt rushed, on the phone the whole time.",warning_scrutiny,2026-06-08
b02-Waxing-w1-o4,b02,Anjali Mehta,North Delhi,b02-w1-o4-c,0.8,medium,Waxing,2026-06-08,5,"Punctual and polite, really neat work.",warning_scrutiny,2026-06-08
b02-Waxing-w1-o5,b02,Anjali Mehta,North Delhi,b02-w1-o5-c,0.8,medium,Waxing,2026-06-08,5,"Punctual and polite, really neat work.",warning_scrutiny,2026-06-08
b02-Waxing-w1-o6,b02,Anjali Mehta,North Delhi,b02-w1-o6-c,0.8,medium,Waxing,2026-06-08,5,"Great job, very happy with the service.",warning_scrutiny,2026-06-08
b02-Waxing-w1-o7,b02,Anjali Mehta,North Delhi,b02-w1-o7-c,0.8,medium,Waxing,2026-06-08,5,She was professional and the result was fantastic.,warning_scrutiny,2026-06-08
b02-Waxing-w1-o8,b02,Anjali Mehta,North Delhi,b02-w1-o8-c,0.8,medium,Waxing,2026-06-08,5,"Exactly what I wanted, thank you!",warning_scrutiny,2026-06-08
b02-Waxing-w1-o9,b02,Anjali Mehta,North Delhi,b02-w1-o9-c,0.8,medium,Waxing,2026-06-08,5,"Absolutely lovely, would book again.",warning_scrutiny,2026-06-08
b02-Waxing-w1-o10,b02,Anjali Mehta,North Delhi,b02-w1-o10-c,0.8,medium,Waxing,2026-06-08,5,"Absolutely lovely, would book again.",warning_scrutiny,2026-06-08
b02-Waxing-w1-o11,b02,Anjali Mehta,North Delhi,b02-w1-o11-c,0.8,medium,Waxing,2026-06-08,5,"Punctual and polite, really neat work.",warning_scrutiny,2026-06-08
b02-Waxing-w1-o12,b02,Anjali Mehta,North Delhi,b02-w1-o12-c,0.8,medium,Waxing,2026-06-08,5,"Exactly what I wanted, thank you!",warning_scrutiny,2026-06-08
b02-Waxing-w1-o13,b02,Anjali Mehta,North Delhi,b02-w1-o13-c,0.8,medium,Waxing,2026-06-08,5,Very satisfied — clean and friendly.,warning_scrutiny,2026-06-08
b02-Waxing-w2-o0,b02,Anjali Mehta,North Delhi,b02-w2-o0-c,0.8,medium,Waxing,2026-06-15,2,"So hurried, the job was half done.",warning_scrutiny,2026-06-08
b02-Waxing-w2-o1,b02,Anjali Mehta,North Delhi,b02-w2-o1-c,0.8,medium,Waxing,2026-06-15,2,"Felt rushed, on the phone the whole time.",warning_scrutiny,2026-06-08
b02-Waxing-w2-o2,b02,Anjali Mehta,North Delhi,b02-w2-o2-c,0.8,medium,Waxing,2026-06-15,2,"Hours late, then rushed through everything.",warning_scrutiny,2026-06-08
b02-Waxing-w2-o3,b02,Anjali Mehta,North Delhi,b02-w2-o3-c,0.8,medium,Waxing,2026-06-15,2,"So hurried, the job was half done.",warning_scrutiny,2026-06-08
b02-Waxing-w2-o4,b02,Anjali Mehta,North Delhi,b02-w2-o4-c,0.8,medium,Waxing,2026-06-15,2,"Hours late, then rushed through everything.",warning_scrutiny,2026-06-08
b02-Waxing-w2-o5,b02,Anjali Mehta,North Delhi,b02-w2-o5-c,0.8,medium,Waxing,2026-06-15,5,"Punctual and polite, really neat work.",warning_scrutiny,2026-06-08
b02-Waxing-w2-o6,b02,Anjali Mehta,North Delhi,b02-w2-o6-c,0.8,medium,Waxing,2026-06-15,5,"Absolutely lovely, would book again.",warning_scrutiny,2026-06-08
b02-Waxing-w2-o7,b02,Anjali Mehta,North Delhi,b02-w2-o7-c,0.8,medium,Waxing,2026-06-15,5,"Absolutely lovely, would book again.",warning_scrutiny,2026-06-08
b02-Waxing-w2-o8,b02,Anjali Mehta,North Delhi,b02-w2-o8-c,0.8,medium,Waxing,2026-06-15,5,She was professional and the result was fantastic.,warning_scrutiny,2026-06-08
b02-Waxing-w2-o9,b02,Anjali Mehta,North Delhi,b02-w2-o9-c,0.8,medium,Waxing,2026-06-15,5,"Absolutely lovely, would book again.",warning_scrutiny,2026-06-08
b02-Waxing-w2-o10,b02,Anjali Mehta,North Delhi,b02-w2-o10-c,0.8,medium,Waxing,2026-06-15,5,"Great job, very happy with the service.",warning_scrutiny,2026-06-08
b02-Waxing-w2-o11,b02,Anjali Mehta,North Delhi,b02-w2-o11-c,0.8,medium,Waxing,2026-06-15,5,"Great job, very happy with the service.",warning_scrutiny,2026-06-08
b02-Waxing-w2-o12,b02,Anjali Mehta,North Delhi,b02-w2-o12-c,0.8,medium,Waxing,2026-06-15,5,She was professional and the result was fantastic.,warning_scrutiny,2026-06-08
b02-Waxing-w2-o13,b02,Anjali Mehta,North Delhi,b02-w2-o13-c,0.8,medium,Waxing,2026-06-15,5,She was professional and the result was fantastic.,warning_scrutiny,2026-06-08
b02-Waxing-w3-o0,b02,Anjali Mehta,North Delhi,b02-w3-o0-c,0.8,medium,Waxing,2026-06-22,2,"Hours late, then rushed through everything.",warning_scrutiny,2026-06-08
b02-Waxing-w3-o1,b02,Anjali Mehta,North Delhi,b02-w3-o1-c,0.8,medium,Waxing,2026-06-22,2,"So hurried, the job was half done.",warning_scrutiny,2026-06-22
b02-Waxing-w3-o2,b02,Anjali Mehta,North Delhi,b02-w3-o2-c,0.8,medium,Waxing,2026-06-22,2,She was in a hurry and left early before it was done.,warning_scrutiny,2026-06-08
b02-Waxing-w3-o3,b02,Anjali Mehta,North Delhi,b02-w3-o3-c,0.8,medium,Waxing,2026-06-22,2,She was in a hurry and left early before it was done.,warning_scrutiny,2026-06-22
b02-Waxing-w3-o4,b02,Anjali Mehta,North Delhi,b02-w3-o4-c,0.8,medium,Waxing,2026-06-22,5,"Punctual and polite, really neat work.",warning_scrutiny,2026-06-08
b02-Waxing-w3-o5,b02,Anjali Mehta,North Delhi,b02-w3-o5-c,0.8,medium,Waxing,2026-06-22,5,"Punctual and polite, really neat work.",warning_scrutiny,2026-06-22
b02-Waxing-w3-o6,b02,Anjali Mehta,North Delhi,b02-w3-o6-c,0.8,medium,Waxing,2026-06-22,5,"Exactly what I wanted, thank you!",warning_scrutiny,2026-06-08
b02-Waxing-w3-o7,b02,Anjali Mehta,North Delhi,b02-w3-o7-c,0.8,medium,Waxing,2026-06-22,5,She was professional and the result was fantastic.,warning_scrutiny,2026-06-22
b02-Waxing-w3-o8,b02,Anjali Mehta,North Delhi,b02-w3-o8-c,0.8,medium,Waxing,2026-06-22,5,"Great job, very happy with the service.",warning_scrutiny,2026-06-08
b02-Waxing-w3-o9,b02,Anjali Mehta,North Delhi,b02-w3-o9-c,0.8,medium,Waxing,2026-06-22,5,She was professional and the result was fantastic.,warning_scrutiny,2026-06-22
b02-Waxing-w3-o10,b02,Anjali Mehta,North Delhi,b02-w3-o10-c,0.8,medium,Waxing,2026-06-22,5,Very satisfied — clean and friendly.,warning_scrutiny,2026-06-08
b02-Waxing-w3-o11,b02,Anjali Mehta,North Delhi,b02-w3-o11-c,0.8,medium,Waxing,2026-06-22,5,Very satisfied — clean and friendly.,warning_scrutiny,2026-06-22
b02-Waxing-w3-o12,b02,Anjali Mehta,North Delhi,b02-w3-o12-c,0.8,medium,Waxing,2026-06-22,5,"Great job, very happy with the service.",warning_scrutiny,2026-06-08
b02-Waxing-w3-o13,b02,Anjali Mehta,North Delhi,b02-w3-o13-c,0.8,medium,Waxing,2026-06-22,5,She was professional and the result was fantastic.,warning_scrutiny,2026-06-22
b02-Waxing-w5-o0,b02,Anjali Mehta,North Delhi,b02-w5-o0-c,0.8,medium,Waxing,2026-07-06,2,Arrived late and left it half done.,warning_scrutiny,2026-06-08
b02-Waxing-w5-o1,b02,Anjali Mehta,North Delhi,b02-w5-o1-c,0.8,medium,Waxing,2026-07-06,2,"So hurried, the job was half done.",warning_scrutiny,2026-06-22
b02-Waxing-w5-o2,b02,Anjali Mehta,North Delhi,b02-w5-o2-c,0.8,medium,Waxing,2026-07-06,2,"Felt rushed, on the phone the whole time.",soft_ban,2026-06-29
b02-Waxing-w5-o3,b02,Anjali Mehta,North Delhi,b02-w5-o3-c,0.8,medium,Waxing,2026-07-06,2,She was in a hurry and left early before it was done.,warning_scrutiny,2026-06-08
b02-Waxing-w5-o4,b02,Anjali Mehta,North Delhi,b02-w5-o4-c,0.8,medium,Waxing,2026-07-06,2,Arrived late and left it half done.,warning_scrutiny,2026-06-22
b02-Waxing-w5-o5,b02,Anjali Mehta,North Delhi,b02-w5-o5-c,0.8,medium,Waxing,2026-07-06,5,Very satisfied — clean and friendly.,soft_ban,2026-06-29
b02-Waxing-w5-o6,b02,Anjali Mehta,North Delhi,b02-w5-o6-c,0.8,medium,Waxing,2026-07-06,5,"Exactly what I wanted, thank you!",warning_scrutiny,2026-06-08
b02-Waxing-w5-o7,b02,Anjali Mehta,North Delhi,b02-w5-o7-c,0.8,medium,Waxing,2026-07-06,5,"Great job, very happy with the service.",warning_scrutiny,2026-06-22
b02-Waxing-w5-o8,b02,Anjali Mehta,North Delhi,b02-w5-o8-c,0.8,medium,Waxing,2026-07-06,5,"Exactly what I wanted, thank you!",soft_ban,2026-06-29
b02-Waxing-w5-o9,b02,Anjali Mehta,North Delhi,b02-w5-o9-c,0.8,medium,Waxing,2026-07-06,5,"Punctual and polite, really neat work.",warning_scrutiny,2026-06-08
b02-Waxing-w5-o10,b02,Anjali Mehta,North Delhi,b02-w5-o10-c,0.8,medium,Waxing,2026-07-06,5,"Punctual and polite, really neat work.",warning_scrutiny,2026-06-22
b02-Waxing-w5-o11,b02,Anjali Mehta,North Delhi,b02-w5-o11-c,0.8,medium,Waxing,2026-07-06,5,"Great job, very happy with the service.",soft_ban,2026-06-29
b02-Waxing-w5-o12,b02,Anjali Mehta,North Delhi,b02-w5-o12-c,0.8,medium,Waxing,2026-07-06,5,"Great job, very happy with the service.",warning_scrutiny,2026-06-08
b02-Waxing-w5-o13,b02,Anjali Mehta,North Delhi,b02-w5-o13-c,0.8,medium,Waxing,2026-07-06,5,"Great job, very happy with the service.",warning_scrutiny,2026-06-22
b03-Facial-w1-o0,b03,Sunita Reddy,West Delhi,b03-w1-o0-c,0.8,medium,Facial,2026-06-08,5,She was professional and the result was fantastic.,,
b03-Facial-w1-o1,b03,Sunita Reddy,West Delhi,b03-w1-o1-c,0.8,medium,Facial,2026-06-08,5,She was professional and the result was fantastic.,,
b03-Facial-w1-o2,b03,Sunita Reddy,West Delhi,b03-w1-o2-c,0.8,medium,Facial,2026-06-08,5,"Punctual and polite, really neat work.",,
b03-Facial-w1-o3,b03,Sunita Reddy,West Delhi,b03-w1-o3-c,0.8,medium,Facial,2026-06-08,5,"Punctual and polite, really neat work.",,
b03-Facial-w1-o4,b03,Sunita Reddy,West Delhi,b03-w1-o4-c,0.8,medium,Facial,2026-06-08,5,"Punctual and polite, really neat work.",,
b03-Facial-w1-o5,b03,Sunita Reddy,West Delhi,b03-w1-o5-c,0.8,medium,Facial,2026-06-08,5,"Absolutely lovely, would book again.",,
b03-Facial-w1-o6,b03,Sunita Reddy,West Delhi,b03-w1-o6-c,0.8,medium,Facial,2026-06-08,5,"Punctual and polite, really neat work.",,
b03-Facial-w1-o7,b03,Sunita Reddy,West Delhi,b03-w1-o7-c,0.8,medium,Facial,2026-06-08,5,She was professional and the result was fantastic.,,
b03-Facial-w1-o8,b03,Sunita Reddy,West Delhi,b03-w1-o8-c,0.8,medium,Facial,2026-06-08,5,"Punctual and polite, really neat work.",,
b03-Facial-w1-o9,b03,Sunita Reddy,West Delhi,b03-w1-o9-c,0.8,medium,Facial,2026-06-08,5,"Great job, very happy with the service.",,
b03-Facial-w1-o10,b03,Sunita Reddy,West Delhi,b03-w1-o10-c,0.8,medium,Facial,2026-06-08,5,"Great job, very happy with the service.",,
b03-Facial-w1-o11,b03,Sunita Reddy,West Delhi,b03-w1-o11-c,0.8,medium,Facial,2026-06-08,5,She was professional and the result was fantastic.,,
b03-Facial-w1-o12,b03,Sunita Reddy,West Delhi,b03-w1-o12-c,0.8,medium,Facial,2026-06-08,5,"Great job, very happy with the service.",,
b03-Facial-w1-o13,b03,Sunita Reddy,West Delhi,b03-w1-o13-c,0.8,medium,Facial,2026-06-08,5,"Great job, very happy with the service.",,
b03-Facial-w2-o0,b03,Sunita Reddy,West Delhi,b03-w2-o0-c,0.8,medium,Facial,2026-06-15,5,"Punctual and polite, really neat work.",,
b03-Facial-w2-o1,b03,Sunita Reddy,West Delhi,b03-w2-o1-c,0.8,medium,Facial,2026-06-15,5,"Great job, very happy with the service.",,
b03-Facial-w2-o2,b03,Sunita Reddy,West Delhi,b03-w2-o2-c,0.8,medium,Facial,2026-06-15,5,Very satisfied — clean and friendly.,,
b03-Facial-w2-o3,b03,Sunita Reddy,West Delhi,b03-w2-o3-c,0.8,medium,Facial,2026-06-15,5,"Great job, very happy with the service.",,
b03-Facial-w2-o4,b03,Sunita Reddy,West Delhi,b03-w2-o4-c,0.8,medium,Facial,2026-06-15,5,Very satisfied — clean and friendly.,,
b03-Facial-w2-o5,b03,Sunita Reddy,West Delhi,b03-w2-o5-c,0.8,medium,Facial,2026-06-15,5,"Absolutely lovely, would book again.",,
b03-Facial-w2-o6,b03,Sunita Reddy,West Delhi,b03-w2-o6-c,0.8,medium,Facial,2026-06-15,5,She was professional and the result was fantastic.,,
b03-Facial-w2-o7,b03,Sunita Reddy,West Delhi,b03-w2-o7-c,0.8,medium,Facial,2026-06-15,5,"Punctual and polite, really neat work.",,
b03-Facial-w2-o8,b03,Sunita Reddy,West Delhi,b03-w2-o8-c,0.8,medium,Facial,2026-06-15,5,"Great job, very happy with the service.",,
b03-Facial-w2-o9,b03,Sunita Reddy,West Delhi,b03-w2-o9-c,0.8,medium,Facial,2026-06-15,5,"Exactly what I wanted, thank you!",,
b03-Facial-w2-o10,b03,Sunita Reddy,West Delhi,b03-w2-o10-c,0.8,medium,Facial,2026-06-15,5,"Absolutely lovely, would book again.",,
b03-Facial-w2-o11,b03,Sunita Reddy,West Delhi,b03-w2-o11-c,0.8,medium,Facial,2026-06-15,5,"Punctual and polite, really neat work.",,
b03-Facial-w2-o12,b03,Sunita Reddy,West Delhi,b03-w2-o12-c,0.8,medium,Facial,2026-06-15,5,Very satisfied — clean and friendly.,,
