order_id,partner_id,partner_name,zone,customer_id,karma,aov_band,sku,order_date,rating,review_text,intervention,intervention_date
p01-HairColoring-w1-o12,p01,Ritu Sharma,North Delhi,p01-w1-o12-c,0.8,medium,Hair Coloring,2026-04-20,5,"Great job, very happy with the service.",,
p01-HairColoring-w1-o13,p01,Ritu Sharma,North Delhi,p01-w1-o13-c,0.8,medium,Hair Coloring,2026-04-20,5,"Great job, very happy with the service.",,
p01-HairColoring-w1-o14,p01,Ritu Sharma,North Delhi,p01-w1-o14-c,0.8,medium,Hair Coloring,2026-04-20,5,"Great job, very happy with the service.",,
p01-HairColoring-w1-o15,p01,Ritu Sharma,North Delhi,p01-w1-o15-c,0.8,medium,Hair Coloring,2026-04-20,5,"Great job, very happy with the service.",,
p01-HairColoring-w2-o0,p01,Ritu Sharma,North Delhi,p01-w2-o0-c,0.8,medium,Hair Coloring,2026-04-27,2,The colour came out patchy on one side.,,
p01-HairColoring-w2-o1,p01,Ritu Sharma,North Delhi,p01-w2-o1-c,0.8,medium,Hair Coloring,2026-04-27,5,"Great job, very happy with the service.",,
p01-HairColoring-w2-o2,p01,Ritu Sharma,North Delhi,p01-w2-o2-c,0.8,medium,Hair Coloring,2026-04-27,5,"Great job, very happy with the service.",,
p01-HairColoring-w2-o3,p01,Ritu Sharma,North Delhi,p01-w2-o3-c,0.8,medium,Hair Coloring,2026-04-27,5,"Great job, very happy with the service.",,
p01-HairColoring-w2-o4,p01,Ritu Sharma,North Delhi,p01-w2-o4-c,0.8,medium,Hair Coloring,2026-04-27,5,"Great job, very happy with the service.",,
p01-HairColoring-w2-o5,p01,Ritu Sharma,North Delhi,p01-w2-o5-c,0.8,medium,Hair Coloring,2026-04-27,5,"Great job, very happy with the service.",,
p01-HairColoring-w2-o6,p01,Ritu Sharma,North Delhi,p01-w2-o6-c,0.8,medium,Hair Coloring,2026-04-27,5,"Great job, very happy with the service.",,
p01-HairColoring-w2-o7,p01,Ritu Sharma,North Delhi,p01-w2-o7-c,0.8,medium,Hair Coloring,2026-04-27,5,"Great job, very happy with the service.",,
p01-HairColoring-w2-o8,p01,Ritu Sharma,North Delhi,p01-w2-o8-c,0.8,medium,Hair Coloring,2026-04-27,5,"Great job, very happy with the service.",,
p01-HairColoring-w2-o9,p01,Ritu Sharma,North Delhi,p01-w2-o9-c,0.8,medium,Hair Coloring,2026-04-27,5,"Great job, very happy with the service.",,
p01-HairColoring-w2-o10,p01,Ritu Sharma,North Delhi,p01-w2-o10-c,0.8,medium,Hair Coloring,2026-04-27,5,"Great job, very happy with the service.",,
p01-HairColoring-w2-o11,p01,Ritu Sharma,North Delhi,p01-w2-o11-c,0.8,medium,Hair Coloring,2026-04-27,5,"Great job, very happy with the service.",,
p01-HairColoring-w2-o12,p01,Ritu Sharma,North Delhi,p01-w2-o12-c,0.8,medium,Hair Coloring,2026-04-27,5,"Great job, very happy with the service.",,
p01-HairColoring-w2-o13,p01,Ritu Sharma,North Delhi,p01-w2-o13-c,0.8,medium,Hair Coloring,2026-04-27,5,"Great job, very happy with the service.",,
p01-HairColoring-w2-o14,p01,Ritu Sharma,North Delhi,p01-w2-o14-c,0.8,medium,Hair Coloring,2026-04-27,5,"Great job, very happy with the service.",,
p01-HairColoring-w2-o15,p01,Ritu Sharma,North Delhi,p01-w2-o15-c,0.8,medium,Hair Coloring,2026-04-27,5,"Great job, very happy with the service.",,
p01-HairColoring-w3-o0,p01,Ritu Sharma,North Delhi,p01-w3-o0-c,0.8,medium,Hair Coloring,2026-05-04,5,"Great job, very happy with the service.",,
p01-HairColoring-w3-o1,p01,Ritu Sharma,North Delhi,p01-w3-o1-c,0.8,medium,Hair Coloring,2026-05-04,5,"Great job, very happy with the service.",,
p01-HairColoring-w3-o2,p01,Ritu Sharma,North Delhi,p01-w3-o2-c,0.8,medium,Hair Coloring,2026-05-04,5,"Great job, very happy with the service.",,
p01-HairColoring-w3-o3,p01,Ritu Sharma,North Delhi,p01-w3-o3-c,0.8,medium,Hair Coloring,2026-05-04,5,"Great job, very happy with the service.",,
p01-HairColoring-w3-o4,p01,Ritu Sharma,North Delhi,p01-w3-o4-c,0.8,medium,Hair Coloring,2026-05-04,5,"Great job, very happy with the service.",,
p01-HairColoring-w3-o5,p01,Ritu Sharma,North Delhi,p01-w3-o5-c,0.8,medium,Hair Coloring,2026-05-04,5,"Great job, very happy with the service.",,
p01-HairColoring-w3-o6,p01,Ritu Sharma,North Delhi,p01-w3-o6-c,0.8,medium,Hair Coloring,2026-05-04,5,"Great job, very happy with the service.",,
p01-HairColoring-w3-o7,p01,Ritu Sharma,North Delhi,p01-w3-o7-c,0.8,medium,Hair Coloring,2026-05-04,5,"Great job, very happy with the service.",,
p01-HairColoring-w3-o8,p01,Ritu Sharma,North Delhi,p01-w3-o8-c,0.8,medium,Hair Coloring,2026-05-04,5,"Great job, very happy with the service.",,
p01-HairColoring-w3-o9,p01,Ritu Sharma,North Delhi,p01-w3-o9-c,0.8,medium,Hair Coloring,2026-05-04,5,"Great job, very happy with the service.",,
p01-HairColoring-w3-o10,p01,Ritu Sharma,North Delhi,p01-w3-o10-c,0.8,medium,Hair Coloring,2026-05-04,5,"Great job, very happy with the service.",,
p01-HairColoring-w3-o11,p01,Ritu Sharma,North Delhi,p01-w3-o11-c,0.8,medium,Hair Coloring,2026-05-04,5,"Great job, very happy with the service.",,
p01-HairColoring-w3-o12,p01,Ritu Sharma,North Delhi,p01-w3-o12-c,0.8,medium,Hair Coloring,2026-05-04,5,"Great job, very happy with the service.",,
p01-HairColoring-w3-o13,p01,Ritu Sharma,North Delhi,p01-w3-o13-c,0.8,medium,Hair Coloring,2026-05-04,5,"Great job, very happy with the service.",,
p01-HairColoring-w3-o14,p01,Ritu Sharma,North Delhi,p01-w3-o14-c,0.8,medium,Hair Coloring,2026-05-04,5,"Great job, very happy with the service.",,
p01-HairColoring-w3-o15,p01,Ritu Sharma,North Delhi,p01-w3-o15-c,0.8,medium,Hair Coloring,2026-05-04,5,"Great job, very happy with the service.",,
p01-HairColoring-w4-o0,p01,Ritu Sharma,North Delhi,p01-w4-o0-c,0.8,medium,Hair Coloring,2026-05-11,2,The colour came out patchy on one side.,,
p01-HairColoring-w4-o1,p01,Ritu Sharma,North Delhi,p01-w4-o1-c,0.8,medium,Hair Coloring,2026-05-11,5,"Great job, very happy with the service.",,
p01-HairColoring-w4-o2,p01,Ritu Sharma,North Delhi,p01-w4-o2-c,0.8,medium,Hair Coloring,2026-05-11,5,"Great job, very happy with the service.",,
p01-HairColoring-w4-o3,p01,Ritu Sharma,North Delhi,p01-w4-o3-c,0.8,medium,Hair Coloring,2026-05-11,5,"Great job, very happy with the service.",,
p01-HairColoring-w4-o4,p01,Ritu Sharma,North Delhi,p01-w4-o4-c,0.8,medium,Hair Coloring,2026-05-11,5,"Great job, very happy with the service.",,
p01-HairColoring-w4-o5,p01,Ritu Sharma,North Delhi,p01-w4-o5-c,0.8,medium,Hair Coloring,2026-05-11,5,"Great job, very happy with the service.",,
p01-HairColoring-w4-o6,p01,Ritu Sharma,North Delhi,p01-w4-o6-c,0.8,medium,Hair Coloring,2026-05-11,5,"Great job, very happy with the service.",,
p01-HairColoring-w4-o7,p01,Ritu Sharma,North Delhi,p01-w4-o7-c,0.8,medium,Hair Coloring,2026-05-11,5,"Great job, very happy with the service.",,
p01-HairColoring-w4-o8,p01,Ritu Sharma,North Delhi,p01-w4-o8-c,0.8,medium,Hair Coloring,2026-05-11,5,"Great job, very happy with the service.",,
p01-HairColoring-w4-o9,p01,Ritu Sharma,North Delhi,p01-w4-o9-c,0.8,medium,Hair Coloring,2026-05-11,5,"Great job, very happy with the service.",,
p01-HairColoring-w4-o10,p01,Ritu Sharma,North Delhi,p01-w4-o10-c,0.8,medium,Hair Coloring,2026-05-11,5,"Great job, very happy with the service.",,
p01-HairColoring-w4-o11,p01,Ritu Sharma,North Delhi,p01-w4-o11-c,0.8,medium,Hair Coloring,2026-05-11,5,"Great job, very happy with the service.",,
p01-HairColoring-w4-o12,p01,Ritu Sharma,North Delhi,p01-w4-o12-c,0.8,medium,Hair Coloring,2026-05-11,5,"Great job, very happy with the service.",,
p01-HairColoring-w4-o13,p01,Ritu Sharma,North Delhi,p01-w4-o13-c,0.8,medium,Hair Coloring,2026-05-11,5,"Great job, very happy with the service.",,
p01-HairColoring-w4-o14,p01,Ritu Sharma,North Delhi,p01-w4-o14-c,0.8,medium,Hair Coloring,2026-05-11,5,"Great job, very happy with the service.",,
p01-HairColoring-w4-o15,p01,Ritu Sharma,North Delhi,p01-w4-o15-c,0.8,medium,Hair Coloring,2026-05-11,5,"Great job, very happy with the service.",,
p01-HairColoring-w5-o0,p01,Ritu Sharma,North Delhi,p01-w5-o0-c,0.8,medium,Hair Coloring,2026-05-18,5,"Great job, very happy with the service.",,
p01-HairColoring-w5-o1,p01,Ritu Sharma,North Delhi,p01-w5-o1-c,0.8,medium,Hair Coloring,2026-05-18,5,"Great job, very happy with the service.",,
p01-HairColoring-w5-o2,p01,Ritu Sharma,North Delhi,p01-w5-o2-c,0.8,medium,Hair Coloring,2026-05-18,5,"Great job, very happy with the service.",,
p01-HairColoring-w5-o3,p01,Ritu Sharma,North Delhi,p01-w5-o3-c,0.8,medium,Hair Coloring,2026-05-18,5,"Great job, very happy with the service.",,
p01-HairColoring-w5-o4,p01,Ritu Sharma,North Delhi,p01-w5-o4-c,0.8,medium,Hair Coloring,2026-05-18,5,"Great job, very happy with the service.",,
p01-HairColoring-w5-o5,p01,Ritu Sharma,North Delhi,p01-w5-o5-c,0.8,medium,Hair Coloring,2026-05-18,5,"Great job, very happy with the service.",,
p01-HairColoring-w5-o6,p01,Ritu Sharma,North Delhi,p01-w5-o6-c,0.8,medium,Hair Coloring,2026-05-18,5,"Great job, very happy with the service.",,
p01-HairColoring-w5-o7,p01,Ritu Sharma,North Delhi,p01-w5-o7-c,0.8,medium,Hair Coloring,2026-05-18,5,"Great job, very happy with the service.",,
p01-HairColoring-w5-o8,p01,Ritu Sharma,North Delhi,p01-w5-o8-c,0.8,medium,Hair Coloring,2026-05-18,5,"Great job, very happy with the service.",,
p01-HairColoring-w5-o9,p01,Ritu Sharma,North Delhi,p01-w5-o9-c,0.8,medium,Hair Coloring,2026-05-18,5,"Great job, very happy with the service.",,
p01-HairColoring-w5-o10,p01,Ritu Sharma,North Delhi,p01-w5-o10-c,0.8,medium,Hair Coloring,2026-05-18,5,"Great job, very happy with the service.",,
p01-HairColoring-w5-o11,p01,Ritu Sharma,North Delhi,p01-w5-o11-c,0.8,medium,Hair Coloring,2026-05-18,5,"Great job, very happy with the service.",,
p01-HairColoring-w5-o12,p01,Ritu Sharma,North Delhi,p01-w5-o12-c,0.8,medium,Hair Coloring,2026-05-18,5,"Great job, very happy with the service.",,
p01-HairColoring-w5-o13,p01,Ritu Sharma,North Delhi,p01-w5-o13-c,0.8,medium,Hair Coloring,2026-05-18,5,"Great job, very happy with the service.",,
p01-HairColoring-w5-o14,p01,Ritu Sharma,North Delhi,p01-w5-o14-c,0.8,medium,Hair Coloring,2026-05-18,5,"Great job, very happy with the service.",,
p01-HairColoring-w5-o15,p01,Ritu Sharma,North Delhi,p01-w5-o15-c,0.8,medium,Hair Coloring,2026-05-18,5,"Great job, very happy with the service.",,
p01-HairColoring-w6-o0,p01,Ritu Sharma,North Delhi,p01-w6-o0-c,0.8,medium,Hair Coloring,2026-05-25,2,The colour came out patchy on one side.,,
p01-HairColoring-w6-o1,p01,Ritu Sharma,North Delhi,p01-w6-o1-c,0.8,medium,Hair Coloring,2026-05-25,5,"Great job, very happy with the service.",,
p01-HairColoring-w6-o2,p01,Ritu Sharma,North Delhi,p01-w6-o2-c,0.8,medium,Hair Coloring,2026-05-25,5,"Great job, very happy with the service.",,
p01-HairColoring-w6-o3,p01,Ritu Sharma,North Delhi,p01-w6-o3-c,0.8,medium,Hair Coloring,2026-05-25,5,"Great job, very happy with the service.",,
p01-HairColoring-w6-o4,p01,Ritu Sharma,North Delhi,p01-w6-o4-c,0.8,medium,Hair Coloring,2026-05-25,5,"Great job, very happy with the service.",,
p01-HairColoring-w6-o5,p01,Ritu Sharma,North Delhi,p01-w6-o5-c,0.8,medium,Hair Coloring,2026-05-25,5,"Great job, very happy with the service.",,
p01-HairColoring-w6-o6,p01,Ritu Sharma,North Delhi,p01-w6-o6-c,0.8,medium,Hair Coloring,2026-05-25,5,"Great job, very happy with the service.",,
p01-HairColoring-w6-o7,p01,Ritu Sharma,North Delhi,p01-w6-o7-c,0.8,medium,Hair Coloring,2026-05-25,5,"Great job, very happy with the service.",,
p01-HairColoring-w6-o8,p01,Ritu Sharma,North Delhi,p01-w6-o8-c,0.8,medium,Hair Coloring,2026-05-25,5,"Great job, very happy with the service.",,
p01-HairColoring-w6-o9,p01,Ritu Sharma,North Delhi,p01-w6-o9-c,0.8,medium,Hair Coloring,2026-05-25,5,"Great job, very happy with the service.",,
p01-HairColoring-w6-o10,p01,Ritu Sharma,North Delhi,p01-w6-o10-c,0.8,medium,Hair Coloring,2026-05-25,5,"Great job, very happy with the service.",,
p01-HairColoring-w6-o11,p01,Ritu Sharma,North Delhi,p01-w6-o11-c,0.8,medium,Hair Coloring,2026-05-25,5,"Great job, very happy with the service.",,
p01-HairColoring-w6-o12,p01,Ritu Sharma,North Delhi,p01-w6-o12-c,0.8,medium,Hair Coloring,2026-05-25,5,"Great job, very happy with the service.",,
p01-HairColoring-w6-o13,p01,Ritu Sharma,North Delhi,p01-w6-o13-c,0.8,medium,Hair Coloring,2026-05-25,5,"Great job, very happy with the service.",,
p01-HairColoring-w6-o14,p01,Ritu Sharma,North Delhi,p01-w6-o14-c,0.8,medium,Hair Coloring,2026-05-25,5,"Great job, very happy with the service.",,
p01-HairColoring-w6-o15,p01,Ritu Sharma,North Delhi,p01-w6-o15-c,0.8,medium,Hair Coloring,2026-05-25,5,"Great job, very happy with the service.",,
p01-HairColoring-w7-o0,p01,Ritu Sharma,North Delhi,p01-w7-o0-c,0.8,medium,Hair Coloring,2026-06-01,2,The colour came out patchy on one side.,,
p01-HairColoring-w7-o1,p01,Ritu Sharma,North Delhi,p01-w7-o1-c,0.8,medium,Hair Coloring,2026-06-01,5,"Great job, very happy with the service.",,
p01-HairColoring-w7-o2,p01,Ritu Sharma,North Delhi,p01-w7-o2-c,0.8,medium,Hair Coloring,2026-06-01,5,"Great job, very happy with the service.",,
p01-HairColoring-w7-o3,p01,Ritu Sharma,North Delhi,p01-w7-o3-c,0.8,medium,Hair Coloring,2026-06-01,5,"Great job, very happy with the service.",,
p01-HairColoring-w7-o4,p01,Ritu Sharma,North Delhi,p01-w7-o4-c,0.8,medium,Hair Coloring,2026-06-01,5,"Great job, very happy with the service.",,
p01-HairColoring-w7-o5,p01,Ritu Sharma,North Delhi,p01-w7-o5-c,0.8,medium,Hair Coloring,2026-06-01,5,"Great job, very happy with the service.",,
p01-HairColoring-w7-o6,p01,Ritu Sharma,North Delhi,p01-w7-o6-c,0.8,medium,Hair Coloring,2026-06-01,5,"Great job, very happy with the service.",,
p01-HairColoring-w7-o7,p01,Ritu Sharma,North Delhi,p01-w7-o7-c,0.8,medium,Hair Coloring,2026-06-01,5,"Great job, very happy with the service.",,
p01-HairColoring-w7-o8,p01,Ritu Sharma,North Delhi,p01-w7-o8-c,0.8,medium,Hair Coloring,2026-06-01,5,"Great job, very happy with the service.",,
p01-HairColoring-w7-o9,p01,Ritu Sharma,North Delhi,p01-w7-o9-c,0.8,medium,Hair Coloring,2026-06-01,5,"Great job, very happy with the service.",,
p01-HairColoring-w7-o10,p01,Ritu Sharma,North Delhi,p01-w7-o10-c,0.8,medium,Hair Coloring,2026-06-01,5,"Great job, very happy with the service.",,
p01-HairColoring-w7-o11,p01,Ritu Sharma,North Delhi,p01-w7-o11-c,0.8,medium,Hair Coloring,2026-06-01,5,"Great job, very happy with the service.",,
p01-HairColoring-w7-o12,p01,Ritu Sharma,North Delhi,p01-w7-o12-c,0.8,medium,Hair Coloring,2026-06-01,5,"Great job, very happy with the service.",,
p01-HairColoring-w7-o13,p01,Ritu Sharma,North Delhi,p01-w7-o13-c,0.8,medium,Hair Coloring,2026-06-01,5,"Great job, very happy with the service.",,
p01-HairColoring-w7-o14,p01,Ritu Sharma,North Delhi,p01-w7-o14-c,0.8,medium,Hair Coloring,2026-06-01,5,"Great job, very happy with the service.",,
p01-HairColoring-w7-o15,p01,Ritu Sharma,North Delhi,p01-w7-o15-c,0.8,medium,Hair Coloring,2026-06-01,5,"Great job, very happy with the service.",,
p01-HairColoring-w8-o0,p01,Ritu Sharma,North Delhi,p01-w8-o0-c,0.8,medium,Hair Coloring,2026-06-08,2,The colour came out patchy on one side.,,
p01-HairColoring-w8-o1,p01,Ritu Sharma,North Delhi,p01-w8-o1-c,0.8,medium,Hair Coloring,2026-06-08,1,The colour came out patchy on one side.,,
p01-HairColoring-w8-o2,p01,Ritu Sharma,North Delhi,p01-w8-o2-c,0.8,medium,Hair Coloring,2026-06-08,2,The colour came out patchy on one side.,,
p01-HairColoring-w8-o3,p01,Ritu Sharma,North Delhi,p01-w8-o3-c,0.8,medium,Hair Coloring,2026-06-08,1,The colour came out patchy on one side.,,
p01-HairColoring-w8-o4,p01,Ritu Sharma,North Delhi,p01-w8-o4-c,0.8,medium,Hair Coloring,2026-06-08,2,The colour came out patchy on one side.,,
p01-HairColoring-w8-o5,p01,Ritu Sharma,North Delhi,p01-w8-o5-c,0.8,medium,Hair Coloring,2026-06-08,5,"Great job, very happy with the service.",,
p01-HairColoring-w8-o6,p01,Ritu Sharma,North Delhi,p01-w8-o6-c,0.8,medium,Hair Coloring,2026-06-08,5,"Great job, very happy with the service.",,
p01-HairColoring-w8-o7,p01,Ritu Sharma,North Delhi,p01-w8-o7-c,0.8,medium,Hair Coloring,2026-06-08,5,"Great job, very happy with the service.",,
p01-HairColoring-w8-o8,p01,Ritu Sharma,North Delhi,p01-w8-o8-c,0.8,medium,Hair Coloring,2026-06-08,5,"Great job, very happy with the service.",,
p01-HairColoring-w8-o9,p01,Ritu Sharma,North Delhi,p01-w8-o9-c,0.8,medium,Hair Coloring,2026-06-08,5,"Great job, very happy with the service.",,
p01-HairColoring-w8-o10,p01,Ritu Sharma,North Delhi,p01-w8-o10-c,0.8,medium,Hair Coloring,2026-06-08,5,"Great job, very happy with the service.",,
p01-HairColoring-w8-o11,p01,Ritu Sharma,North Delhi,p01-w8-o11-c,0.8,medium,Hair Coloring,2026-06-08,5,"Great job, very happy with the service.",,
p01-HairColoring-w8-o12,p01,Ritu Sharma,North Delhi,p01-w8-o12-c,0.8,medium,Hair Coloring,2026-06-08,5,"Great job, very happy with the service.",,
p01-HairColoring-w8-o13,p01,Ritu Sharma,North Delhi,p01-w8-o13-c,0.8,medium,Hair Coloring,2026-06-08,5,"Great job, very happy with the service.",,
p01-HairColoring-w8-o14,p01,Ritu Sharma,North Delhi,p01-w8-o14-c,0.8,medium,Hair Coloring,2026-06-08,5,"Great job, very happy with the service.",,
p01-HairColoring-w8-o15,p01,Ritu Sharma,North Delhi,p01-w8-o15-c,0.8,medium,Hair Coloring,2026-06-08,5,"Great job, very happy with the service.",,
p01-HairColoring-w9-o0,p01,Ritu Sharma,North Delhi,p01-w9-o0-c,0.8,medium,Hair Coloring,2026-06-15,2,The colour came out patchy on one side.,,
p01-HairColoring-w9-o1,p01,Ritu Sharma,North Delhi,p01-w9-o1-c,0.8,medium,Hair Coloring,2026-06-15,1,The colour came out patchy on one side.,,
p01-HairColoring-w9-o2,p01,Ritu Sharma,North Delhi,p01-w9-o2-c,0.8,medium,Hair Coloring,2026-06-15,2,The colour came out patchy on one side.,,
p01-HairColoring-w9-o3,p01,Ritu Sharma,North Delhi,p01-w9-o3-c,0.8,medium,Hair Coloring,2026-06-15,1,The colour came out patchy on one side.,,
p01-HairColoring-w9-o4,p01,Ritu Sharma,North Delhi,p01-w9-o4-c,0.8,medium,Hair Coloring,2026-06-15,2,The colour came out patchy on one side.,,
p01-HairColoring-w9-o5,p01,Ritu Sharma,North Delhi,p01-w9-o5-c,0.8,medium,Hair Coloring,2026-06-15,1,The colour came out patchy on one side.,,
p01-HairColoring-w9-o6,p01,Ritu Sharma,North Delhi,p01-w9-o6-c,0.8,medium,Hair Coloring,2026-06-15,5,"Great job, very happy with the service.",,
p01-HairColoring-w9-o7,p01,Ritu Sharma,North Delhi,p01-w9-o7-c,0.8,medium,Hair Coloring,2026-06-15,5,"Great job, very happy with the service.",,
p01-HairColoring-w9-o8,p01,Ritu Sharma,North Delhi,p01-w9-o8-c,0.8,medium,Hair Coloring,2026-06-15,5,"Great job, very happy with the service.",,
p01-HairColoring-w9-o9,p01,Ritu Sharma,North Delhi,p01-w9-o9-c,0.8,medium,Hair Coloring,2026-06-15,5,"Great job, very happy with the service.",,
p01-HairColoring-w9-o10,p01,Ritu Sharma,North Delhi,p01-w9-o10-c,0.8,medium,Hair Coloring,2026-06-15,5,"Great job, very happy with the service.",,
p01-HairColoring-w9-o11,p01,Ritu Sharma,North Delhi,p01-w9-o11-c,0.8,medium,Hair Coloring,2026-06-15,5,"Great job, very happy with the service.",,
p01-HairColoring-w9-o12,p01,Ritu Sharma,North Delhi,p01-w9-o12-c,0.8,medium,Hair Coloring,2026-06-15,5,"Great job, very happy with the service.",,
p01-HairColoring-w9-o13,p01,Ritu Sharma,North Delhi,p01-w9-o13-c,0.8,medium,Hair Coloring,2026-06-15,5,"Great job, very happy with the service.",,
p01-HairColoring-w9-o14,p01,Ritu Sharma,North Delhi,p01-w9-o14-c,0.8,medium,Hair Coloring,2026-06-15,5,"Great job, very happy with the service.",,
p01-HairColoring-w9-o15,p01,Ritu Sharma,North Delhi,p01-w9-o15-c,0.8,medium,Hair Coloring,2026-06-15,5,"Great job, very happy with the service.",,
p01-HairColoring-w10-o0,p01,Ritu Sharma,North Delhi,p01-w10-o0-c,0.8,medium,Hair Coloring,2026-06-22,2,The colour came out patchy on one side.,,
p01-HairColoring-w10-o1,p01,Ritu Sharma,North Delhi,p01-w10-o1-c,0.8,medium,Hair Coloring,2026-06-22,1,The colour came out patchy on one side.,,
p01-HairColoring-w10-o2,p01,Ritu Sharma,North Delhi,p01-w10-o2-c,0.8,medium,Hair Coloring,2026-06-22,2,The colour came out patchy on one side.,,
p01-HairColoring-w10-o3,p01,Ritu Sharma,North Delhi,p01-w10-o3-c,0.8,medium,Hair Coloring,2026-06-22,1,The colour came out patchy on one side.,,
p01-HairColoring-w10-o4,p01,Ritu Sharma,North Delhi,p01-w10-o4-c,0.8,medium,Hair Coloring,2026-06-22,2,The colour came out patchy on one side.,,
p01-HairColoring-w10-o5,p01,Ritu Sharma,North Delhi,p01-w10-o5-c,0.8,medium,Hair Coloring,2026-06-22,5,"Great job, very happy with the service.",,
p01-HairColoring-w10-o6,p01,Ritu Sharma,North Delhi,p01-w10-o6-c,0.8,medium,Hair Coloring,2026-06-22,5,"Great job, very happy with the service.",,
